customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalSpending,AvgMonthlySpending,CLV,ServiceUsageScore,Tenure_0_12,Tenure_13_24,Tenure_25_48,Tenure_48_plus,Charges_Low,Charges_High,ContractRisk,SeniorCitizenFamily,Payment_0,Payment_1,Payment_2,Payment_3,Internet_0,Internet_1,Internet_2
7639-LIAYI,1,0,0,0,52,1,1,0,1,0,0,1,1,1,2,1,1,79.75,4217.8,0,4147.0,81.11153846153846,4147.0,4,0,0,0,1,0,0,1,0,False,True,False,False,True,False,False
2954-PIBKO,0,0,1,1,69,1,1,0,1,0,1,1,0,0,2,1,1,64.15,4254.1,0,4426.35,61.6536231884058,4426.35,3,0,0,0,1,0,0,1,0,False,True,False,False,True,False,False
8012-SOUDQ,0,1,0,0,43,1,1,1,0,1,0,0,1,0,0,1,2,90.25,3838.75,0,3880.75,89.27325581395348,3880.75,2,0,0,1,0,0,1,3,0,False,False,True,False,False,True,False
9420-LOJKX,0,0,0,0,15,1,0,1,1,1,0,0,1,1,0,1,1,99.1,1426.4,1,1486.5,95.09333333333333,1486.5,4,0,1,0,0,0,1,3,0,False,True,False,False,False,True,False
6575-SUVOI,0,1,1,0,25,1,1,0,1,0,0,1,1,0,0,1,1,69.5,1752.65,0,1737.5,70.10600000000001,1737.5,3,0,0,1,0,0,0,3,1,False,True,False,False,True,False,False
7495-OOKFY,0,1,1,0,8,1,1,1,0,1,0,0,0,0,0,1,1,80.65,633.3,1,645.2,79.1625,645.2,1,1,0,0,0,0,0,3,1,False,True,False,False,False,True,False
4667-QONEA,0,1,1,1,60,1,0,0,1,1,1,1,0,1,1,1,1,74.85,4456.35,0,4491.0,74.27250000000001,4491.0,5,0,0,0,1,0,0,2,2,False,True,False,False,True,False,False
1658-BYGOY,1,1,0,0,18,1,1,1,0,0,0,0,1,1,0,1,2,95.45,1752.55,1,1718.1000000000001,97.36388888888888,1718.1000000000001,2,0,1,0,0,0,1,3,0,False,False,True,False,False,True,False
8769-KKTPH,0,0,1,1,63,1,1,1,1,0,0,0,1,1,1,1,1,99.65,6311.2,0,6277.950000000001,100.17777777777778,6277.950000000001,3,0,0,0,1,0,1,2,0,False,True,False,False,False,True,False
5067-XJQFU,1,1,1,1,66,1,1,1,0,1,1,1,1,1,1,1,2,108.45,7076.35,0,7157.7,107.21742424242424,7157.7,5,0,0,0,1,0,1,2,2,False,False,True,False,False,True,False
3957-SQXML,0,0,1,1,34,1,1,2,0,0,0,0,0,0,2,0,1,24.95,894.3,0,848.3,26.302941176470586,848.3,0,0,0,1,0,1,0,1,0,False,True,False,False,False,False,True
5954-BDFSG,0,0,0,0,72,1,1,1,0,0,1,1,1,1,2,1,1,107.5,7853.7,0,7740.0,109.07916666666667,7740.0,4,0,0,0,1,0,1,1,0,False,True,False,False,False,True,False
0434-CSFON,0,0,1,0,47,1,1,1,0,0,1,0,1,1,0,1,2,100.5,4707.1,0,4723.5,100.15106382978725,4723.5,3,0,0,1,0,0,1,3,0,False,False,True,False,False,True,False
1215-FIGMP,1,0,0,0,60,1,1,1,0,1,0,0,1,0,0,1,0,89.9,5450.7,0,5394.0,90.845,5394.0,2,0,0,0,1,0,1,3,0,True,False,False,False,False,True,False
0526-SXDJP,1,0,1,0,72,0,0,0,1,1,1,0,0,0,2,0,0,42.1,2962.0,0,3031.2000000000003,41.138888888888886,3031.2000000000003,3,0,0,0,1,0,0,1,0,True,False,False,False,True,False,False
0557-ASKVU,0,0,1,1,18,1,0,0,0,0,1,1,0,0,1,1,1,54.4,957.1,0,979.1999999999999,53.172222222222224,979.1999999999999,2,0,1,0,0,0,0,2,0,False,True,False,False,True,False,False
5698-BQJOH,0,0,0,0,9,1,1,1,0,0,0,0,1,1,0,0,2,94.4,857.25,1,849.6,95.25,849.6,2,1,0,0,0,0,1,3,0,False,False,True,False,False,True,False
5122-CYFXA,0,0,0,0,3,1,0,0,0,1,0,1,1,1,0,1,2,75.3,244.1,0,225.89999999999998,81.36666666666666,225.89999999999998,4,1,0,0,0,0,0,3,0,False,False,True,False,True,False,False
8627-ZYGSZ,1,0,1,0,47,1,1,1,0,1,0,0,0,0,1,1,2,78.9,3650.35,0,3708.3,77.66702127659575,3708.3,1,0,0,1,0,0,0,2,0,False,False,True,False,False,True,False
3410-YOQBQ,0,0,0,0,31,1,0,0,0,1,1,1,1,1,2,0,3,79.2,2497.2,0,2455.2000000000003,80.55483870967741,2455.2000000000003,5,0,0,1,0,0,0,1,0,False,False,False,True,True,False,False
3170-NMYVV,0,0,1,1,50,1,0,2,0,0,0,0,0,0,2,0,0,20.15,930.9,0,1007.4999999999999,18.618,1007.4999999999999,0,0,0,0,1,1,0,1,0,True,False,False,False,False,False,True
7410-OIEDU,1,0,0,0,10,1,0,1,1,0,1,0,0,0,0,1,3,79.85,887.35,0,798.5,88.735,798.5,2,1,0,0,0,0,0,3,0,False,False,False,True,False,True,False
2273-QCKXA,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,49.05,49.05,0,49.05,49.05,49.05,1,1,0,0,0,0,0,3,0,False,False,False,True,True,False,False
0731-EBJQB,0,0,1,1,52,1,0,2,0,0,0,0,0,0,1,1,2,20.4,1090.65,0,1060.8,20.974038461538463,1060.8,0,0,0,0,1,1,0,2,0,False,False,True,False,False,False,True
1891-QRQSA,1,1,1,1,64,1,1,1,1,0,1,1,1,1,2,1,0,111.6,7099.0,0,7142.4,110.921875,7142.4,5,0,0,0,1,0,1,1,2,True,False,False,False,False,True,False
8028-PNXHQ,1,0,1,1,62,1,1,2,0,0,0,0,0,0,2,1,0,24.25,1424.6,0,1503.5,22.97741935483871,1503.5,0,0,0,0,1,1,0,1,0,True,False,False,False,False,False,True
5630-AHZIL,0,0,0,1,3,1,0,0,1,0,0,1,0,1,0,1,0,64.5,177.4,0,193.5,59.13333333333333,193.5,3,1,0,0,0,0,0,3,0,True,False,False,False,True,False,False
2673-CXQEU,0,1,0,0,56,1,1,1,1,1,1,0,1,1,1,0,2,110.5,6139.5,0,6188.0,109.63392857142857,6188.0,5,0,0,0,1,0,1,2,0,False,False,True,False,False,True,False
6416-JNVRK,0,0,0,0,46,1,0,0,0,0,0,0,0,1,1,0,1,55.65,2688.85,0,2559.9,58.45326086956521,2559.9,1,0,0,1,0,0,0,2,0,False,True,False,False,True,False,False
5590-ZSKRV,0,0,1,1,8,1,0,0,1,1,0,0,0,0,0,0,3,54.65,482.25,0,437.2,60.28125,437.2,2,1,0,0,0,0,0,3,0,False,False,False,True,True,False,False
0191-ZHSKZ,1,1,0,0,30,1,0,0,1,1,0,0,1,1,0,1,2,74.75,2111.3,0,2242.5,70.37666666666668,2242.5,4,0,0,1,0,0,0,3,0,False,False,True,False,True,False,False
3887-PBQAO,0,0,1,1,45,1,1,2,0,0,0,0,0,0,1,1,1,25.9,1216.6,0,1165.5,27.035555555555554,1165.5,0,0,0,1,0,1,0,2,0,False,True,False,False,False,False,True
5919-TMRGD,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,2,79.35,79.35,1,79.35,79.35,79.35,1,1,0,0,0,0,0,3,0,False,False,True,False,False,True,False
8108-UXRQN,0,0,1,1,11,0,0,0,1,0,0,0,1,1,0,0,2,50.55,565.35,0,556.05,51.39545454545455,556.05,3,1,0,0,0,0,0,3,0,False,False,True,False,True,False,False
9191-MYQKX,0,0,1,0,7,1,0,1,0,0,1,0,0,0,0,1,0,75.15,496.9,1,526.0500000000001,70.98571428571428,526.0500000000001,1,1,0,0,0,0,0,3,0,True,False,False,False,False,True,False
9919-YLNNG,0,0,0,0,42,1,0,1,0,1,1,1,1,1,0,1,0,103.8,4327.5,0,4359.599999999999,103.03571428571429,4359.599999999999,5,0,0,1,0,0,1,3,0,True,False,False,False,False,True,False
0318-ZOPWS,0,0,1,0,49,1,0,2,0,0,0,0,0,0,2,1,0,20.15,973.35,0,987.3499999999999,19.864285714285714,987.3499999999999,0,0,0,0,1,1,0,1,0,True,False,False,False,False,False,True
4445-ZJNMU,1,0,0,0,9,1,1,1,0,1,0,0,1,1,0,1,1,99.3,918.75,0,893.6999999999999,102.08333333333333,893.6999999999999,3,1,0,0,0,0,1,3,0,False,True,False,False,False,True,False
4808-YNLEU,0,0,1,0,35,1,0,0,1,0,0,0,1,0,1,1,0,62.15,2215.45,0,2175.25,63.29857142857142,2175.25,2,0,0,1,0,0,0,2,0,True,False,False,False,True,False,False
1862-QRWPE,0,0,1,1,48,1,0,2,0,0,0,0,0,0,2,0,0,20.65,1057.0,0,991.1999999999999,22.020833333333332,991.1999999999999,0,0,0,1,0,1,0,1,0,True,False,False,False,False,False,True
2796-NNUFI,0,0,1,1,46,1,0,2,0,0,0,0,0,0,2,1,3,19.95,927.1,0,917.6999999999999,20.15434782608696,917.6999999999999,0,0,0,1,0,1,0,1,0,False,False,False,True,False,False,True
3016-KSVCP,1,0,1,0,29,0,0,0,0,0,0,0,1,0,0,0,3,33.75,1009.25,0,978.75,34.80172413793103,978.75,1,0,0,1,0,1,0,3,0,False,False,False,True,True,False,False
4767-HZZHQ,1,0,1,1,30,1,0,1,0,1,1,0,0,0,0,0,0,82.05,2570.2,0,2461.5,85.67333333333333,2461.5,2,0,0,1,0,0,0,3,0,True,False,False,False,False,True,False
2424-WVHPL,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,2,74.7,74.7,0,74.7,74.7,74.7,1,1,0,0,0,0,0,3,0,False,False,True,False,False,True,False
7233-PAHHL,1,0,1,1,66,1,1,0,1,0,1,1,1,1,2,1,3,84.0,5714.25,0,5544.0,86.57954545454545,5544.0,5,0,0,0,1,0,0,1,0,False,False,False,True,True,False,False
6067-NGCEU,0,0,0,0,65,1,1,1,1,1,1,0,1,1,0,1,1,111.05,7107.0,0,7218.25,109.33846153846154,7218.25,5,0,0,0,1,0,1,3,0,False,True,False,False,False,True,False
9848-JQJTX,1,0,0,0,72,1,1,1,0,1,1,0,1,1,2,1,0,100.9,7459.05,0,7264.8,103.59791666666666,7264.8,4,0,0,0,1,0,1,1,0,True,False,False,False,False,True,False
8637-XJIVR,0,0,0,0,12,1,1,1,1,0,0,0,0,0,0,1,2,78.95,927.35,1,947.4000000000001,77.27916666666667,947.4000000000001,1,1,0,0,0,0,0,3,0,False,False,True,False,False,True,False
9803-FTJCG,1,0,1,1,71,1,1,0,1,1,0,1,0,0,1,1,1,66.85,4748.7,0,4746.349999999999,66.8830985915493,4746.349999999999,3,0,0,0,1,0,0,2,0,False,True,False,False,True,False,False
0278-YXOOG,1,0,0,0,5,1,0,2,0,0,0,0,0,0,0,0,3,21.05,113.85,1,105.25,22.77,105.25,0,1,0,0,0,1,0,3,0,False,False,False,True,False,False,True
3212-KXOCR,1,0,0,0,52,1,0,2,0,0,0,0,0,0,2,0,0,21.0,1107.2,0,1092.0,21.292307692307695,1092.0,0,0,0,0,1,1,0,1,0,True,False,False,False,False,False,True
4598-XLKNJ,0,1,1,0,25,1,0,1,0,1,1,0,1,1,0,1,2,98.5,2514.5,1,2462.5,100.58,2462.5,4,0,0,1,0,0,1,3,1,False,False,True,False,False,True,False
6380-ARCEH,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,20.2,20.2,0,20.2,20.2,20.2,0,1,0,0,0,1,0,3,0,False,False,False,True,False,False,True
3679-XASPY,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,2,19.45,19.45,0,19.45,19.45,19.45,0,1,0,0,0,1,0,3,0,False,False,True,False,False,False,True
7123-WQUHX,1,0,0,0,38,1,1,1,0,0,1,1,1,0,1,0,0,95.0,3605.6,0,3610.0,94.88421052631578,3610.0,3,0,0,1,0,0,1,2,0,True,False,False,False,False,True,False
5386-THSLQ,0,1,1,0,66,0,0,0,0,1,1,0,1,0,1,0,0,45.55,3027.25,0,3006.2999999999997,45.86742424242424,3006.2999999999997,3,0,0,0,1,0,0,2,1,True,False,False,False,True,False,False
3192-NQECA,1,0,1,0,68,1,1,1,0,1,1,1,1,1,2,1,0,110.0,7611.85,1,7480.0,111.93897058823529,7480.0,5,0,0,0,1,0,1,1,0,True,False,False,False,False,True,False
6180-YBIQI,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,24.3,100.2,0,121.5,20.04,121.5,0,1,0,0,0,1,0,3,0,False,False,False,True,True,False,False
6728-DKUCO,0,0,1,1,72,1,1,1,1,1,0,0,1,1,1,1,2,104.15,7303.05,0,7498.8,101.43125,7498.8,4,0,0,0,1,0,1,2,0,False,False,True,False,False,True,False
9750-BOOHV,0,0,0,0,32,0,0,0,1,0,0,0,0,0,1,0,3,30.15,927.65,0,964.8,28.9890625,964.8,1,0,0,1,0,1,0,2,0,False,False,False,True,True,False,False
8597-CWYHH,1,0,0,0,43,1,1,1,0,0,0,0,1,1,1,0,3,94.35,3921.3,0,4057.0499999999997,91.19302325581396,4057.0499999999997,2,0,0,1,0,0,1,2,0,False,False,False,True,False,True,False
2848-YXSMW,1,0,1,1,72,1,0,2,0,0,0,0,0,0,2,0,1,19.4,1363.25,0,1396.8,18.93402777777778,1396.8,0,0,0,0,1,1,0,1,0,False,True,False,False,False,False,True
0486-HECZI,1,0,1,0,55,1,1,1,1,1,0,0,1,0,0,1,2,96.75,5238.9,1,5321.25,95.25272727272727,5321.25,3,0,0,0,1,0,1,3,0,False,False,True,False,False,True,False
4549-ZDQYY,0,0,0,0,52,1,0,0,1,0,1,1,0,0,1,0,1,57.95,3042.25,0,3013.4,58.50480769230769,3013.4,3,0,0,0,1,0,0,2,0,False,True,False,False,True,False,False
5712-AHQNN,0,0,0,0,43,1,0,1,0,1,1,0,1,0,0,1,2,91.65,3954.1,0,3940.9500000000003,91.95581395348837,3940.9500000000003,3,0,0,1,0,0,1,3,0,False,False,True,False,False,True,False
4846-WHAFZ,0,1,1,0,37,1,1,1,0,0,0,0,0,0,0,1,2,76.5,2868.15,1,2830.5,77.51756756756757,2830.5,0,0,0,1,0,0,0,3,1,False,False,True,False,False,True,False
5256-SKJGO,0,0,1,1,64,0,0,0,0,1,0,1,1,1,2,1,2,54.6,3423.5,0,3494.4,53.4921875,3494.4,4,0,0,0,1,0,0,1,0,False,False,True,False,True,False,False
3071-VBYPO,1,0,1,1,3,1,0,1,1,1,0,0,1,0,0,0,2,89.85,248.4,0,269.54999999999995,82.8,269.54999999999995,3,1,0,0,0,0,1,3,0,False,False,True,False,False,True,False
9560-BBZXK,0,0,0,0,36,0,0,0,1,0,0,0,0,0,2,0,0,31.05,1126.35,0,1117.8,31.287499999999998,1117.8,1,0,0,1,0,1,0,1,0,True,False,False,False,True,False,False
5299-RULOA,0,0,1,1,10,1,1,1,1,0,0,0,1,1,0,1,2,100.25,1064.65,1,1002.5,106.465,1002.5,3,1,0,0,0,0,1,3,0,False,False,True,False,False,True,False
8402-OOOHJ,0,0,0,0,41,1,0,2,0,0,0,0,0,0,2,0,3,20.65,835.15,0,846.65,20.36951219512195,846.65,0,0,0,1,0,1,0,1,0,False,False,False,True,False,False,True
9445-ZUEQE,1,0,1,1,27,1,1,1,0,1,0,1,0,0,0,1,1,85.2,2151.6,0,2300.4,79.68888888888888,2300.4,2,0,0,1,0,0,0,3,0,False,True,False,False,False,True,False
1091-SOZGA,0,0,1,1,56,1,1,1,0,0,1,0,1,1,1,1,1,99.8,5515.45,0,5588.8,98.49017857142857,5588.8,3,0,0,0,1,0,1,2,0,False,True,False,False,False,True,False
2928-HLDBA,0,0,0,0,6,1,0,2,0,0,0,0,0,0,0,0,3,20.7,112.75,0,124.19999999999999,18.791666666666668,124.19999999999999,0,1,0,0,0,1,0,3,0,False,False,False,True,False,False,True
0404-SWRVG,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,1,2,74.4,229.55,1,223.20000000000002,76.51666666666667,223.20000000000002,0,1,0,0,0,0,0,3,0,False,False,True,False,False,True,False
6497-TILVL,0,0,1,1,7,1,0,0,1,0,0,0,0,0,0,0,3,50.7,350.35,0,354.90000000000003,50.050000000000004,354.90000000000003,1,1,0,0,0,0,0,3,0,False,False,False,True,True,False,False
7219-TLZHO,0,0,1,1,4,1,0,2,0,0,0,0,0,0,0,0,3,20.85,62.9,0,83.4,15.725,83.4,0,1,0,0,0,1,0,3,0,False,False,False,True,False,False,True
4622-YNKIJ,1,0,0,0,33,1,0,1,1,0,0,1,1,0,2,1,2,88.95,3027.65,0,2935.35,91.7469696969697,2935.35,3,0,0,1,0,0,0,1,0,False,False,True,False,False,True,False
4412-YLTKF,0,1,0,0,27,1,1,1,0,0,1,0,0,0,0,1,2,78.05,2135.5,1,2107.35,79.0925925925926,2107.35,1,0,0,1,0,0,0,3,0,False,False,True,False,False,True,False
6734-PSBAW,1,0,1,0,72,1,1,2,0,0,0,0,0,0,2,1,0,23.55,1723.95,0,1695.6000000000001,23.94375,1695.6000000000001,0,0,0,0,1,1,0,1,0,True,False,False,False,False,False,True
3930-ZGWVE,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,19.75,19.75,0,19.75,19.75,19.75,0,1,0,0,0,1,0,3,0,False,False,False,True,False,False,True
